product_code,product_name,product_group,brand,unit,vendor,cost_thb,price_private,price_government,price_dealer,price_last,gp_private,gp_dealer,gp_last,price_source,catalog_list_price,catalog_net_price,promo_catalog,promo_legacy,promo_min_qty,promo_free_qty,catalog_page,source_sheet,approval_required_below,status,notes
D-AD001-01,DX.BOND V Light Cure Adhesive - Total etch,,Sino-Dentex,กล่อง,"Sino-Dentex Co., Ltd.",168.0,650.0,720.0,460.0,280.0,0.7415,0.6348,0.4,PRICELIST_LEGACY,,,,3 Free 1,3.0,1.0,,Clinical product,price_last,OK,
D-AD004-01,DX.Etch 37 Dental Etching Gel - 5ml,,Sino-Dentex,หลอด,"Sino-Dentex Co., Ltd.",45.5,120.0,130.0,90.0,80.0,0.6208,0.4944,0.4313,PRICELIST_LEGACY,,,,10 Free 2,10.0,2.0,,Clinical product,price_last,OK,
H-AD001-01,HugeBond Universal (5ml),,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,525.0,1750.0,1900.0,1300.0,880.0,0.7000000000000001,0.5962000000000001,0.40340000000000004,CATALOG_LIST,1750.0,1312.5,BUY 3 FREE 1,3 Free 1,3.0,1.0,p.36,Clinical product,price_last,OK,
H-AD002-01,P-Etchant phosphoric acid etching gel (3ml),,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,122.5,350.0,390.0,250.0,210.0,0.65,0.51,0.4167,CATALOG_LIST,350.0,250.0,BUY 5 FREE 2 — แคตตาล็อกระบุ 350 (price list มี 2 ราคา 350/850),1 Free 1,5.0,2.0,p.36,Clinical product,price_last,OK,
H-AD003-01,HF-Etchant hydrofluoric acid etching gel (1.2ml),,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,122.5,350.0,390.0,250.0,210.0,0.65,0.51,0.4167,CATALOG_LIST,350.0,250.0,BUY 5 FREE 2 — แคตตาล็อกระบุ 350 (price list เดิม 550),5 Free 2,5.0,2.0,p.37,Clinical product,price_last,OK,
H-CS006-01,TrusFIL Universal Composite Restorative - A1,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),1 Free 1,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-02,TrusFIL Universal Composite Restorative - A2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-03,TrusFIL Universal Composite Restorative - A3,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-04,TrusFIL Universal Composite Restorative - A3.5,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-05,TrusFIL Universal Composite Restorative - A5,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-06,TrusFIL Universal Composite Restorative - A4,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-07,TrusFIL Universal Composite Restorative - B1,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-08,TrusFIL Universal Composite Restorative - B2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-09,TrusFIL Universal Composite Restorative - B3,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-10,TrusFIL Universal Composite Restorative - C1,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-11,TrusFIL Universal Composite Restorative - C2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-12,TrusFIL Universal Composite Restorative - EA2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS006-13,TrusFIL Universal Composite Restorative - OA2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,161.0,850.0,940.0,600.0,270.0,0.8106,0.7317,0.4037,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1 (TrusFIL ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS007-01,TrusFIL-Flow Flowable Composite Restorative - A1,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,140.0,800.0,880.0,560.0,240.0,0.8250000000000001,0.75,0.4167,CATALOG_LIST,800.0,400.0,BUY 1 FREE 1 (TrusFIL-Flow ทุกเฉด),1 Free 1,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS007-02,TrusFIL-Flow Flowable Composite Restorative - A2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,140.0,800.0,880.0,560.0,240.0,0.8250000000000001,0.75,0.4167,CATALOG_LIST,800.0,400.0,BUY 1 FREE 1 (TrusFIL-Flow ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS007-03,TrusFIL-Flow Flowable Composite Restorative - A3,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,140.0,800.0,880.0,560.0,240.0,0.8250000000000001,0.75,0.4167,CATALOG_LIST,800.0,400.0,BUY 1 FREE 1 (TrusFIL-Flow ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS007-04,TrusFIL-Flow Flowable Composite Restorative - B1,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,140.0,800.0,880.0,560.0,240.0,0.8250000000000001,0.75,0.4167,CATALOG_LIST,800.0,400.0,BUY 1 FREE 1 (TrusFIL-Flow ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS007-05,TrusFIL-Flow Flowable Composite Restorative - B2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,140.0,800.0,880.0,560.0,240.0,0.8250000000000001,0.75,0.4167,CATALOG_LIST,800.0,400.0,BUY 1 FREE 1 (TrusFIL-Flow ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS007-06,TrusFIL-Flow Flowable Composite Restorative - C1,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,140.0,800.0,880.0,560.0,240.0,0.8250000000000001,0.75,0.4167,CATALOG_LIST,800.0,400.0,BUY 1 FREE 1 (TrusFIL-Flow ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS007-07,TrusFIL-Flow Flowable Composite Restorative - C2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,140.0,800.0,880.0,560.0,240.0,0.8250000000000001,0.75,0.4167,CATALOG_LIST,800.0,400.0,BUY 1 FREE 1 (TrusFIL-Flow ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS007-08,TrusFIL-Flow Flowable Composite Restorative - OA2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,140.0,800.0,880.0,560.0,240.0,0.8250000000000001,0.75,0.4167,CATALOG_LIST,800.0,400.0,BUY 1 FREE 1 (TrusFIL-Flow ทุกเฉด),,1.0,1.0,p.36,Clinical product,price_last,OK,
H-CS008-01,Proseal F,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,192.5,850.0,940.0,600.0,330.0,0.7735000000000001,0.6792,0.4167,CATALOG_LIST,850.0,425.0,BUY 1 FREE 1,1 Free 1,1.0,1.0,p.36,Clinical product,price_last,OK,
H-GI009-01,Luting I (Standard) 30g powder+25g liquid,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,483.0,2750.0,3000.0,2000.0,810.0,0.8244,0.7585000000000001,0.4037,CATALOG_LIST,2750.0,1375.0,1 ฟรี 1,1 Free 1,1.0,1.0,p.38,Clinical product,price_last,OK,
H-GI010-01,Filling I (Standard) 15g powder+12g liquid -A2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,315.0,1950.0,2100.0,1400.0,530.0,0.8385,0.775,0.4057,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-GI010-02,Filling I (Standard) 15g powder+12g liquid -A3,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,700.0,1950.0,2100.0,1400.0,1200.0,0.641,0.5,0.4167,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-GI011-01,Luting II (Standard) 30g powder+25g liquid -A3,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,504.0,1625.0,1800.0,1200.0,840.0,0.6898000000000001,0.58,0.4,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-GI011-02,Luting II (Standard) 30g powder+25g liquid -A3.5,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,504.0,1625.0,1800.0,1200.0,840.0,0.6898000000000001,0.58,0.4,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-GI012-01,Lufill HS 30g powder+25g liquid - A2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,504.0,3250.0,3600.0,2300.0,840.0,0.8449000000000001,0.7809,0.4,CATALOG_LIST,3250.0,1625.0,1 ฟรี 1 (Lufill HS),,1.0,1.0,p.38,Clinical product,price_last,OK,
H-GI012-02,Lufill HS 30g powder+25g liquid - A3,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,483.0,3250.0,3600.0,2300.0,810.0,0.8514,0.79,0.4037,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC001-01,TopCEM Dual Cure Resin Cement (8g) - TR (Translucent),,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,525.0,1750.0,1900.0,1300.0,880.0,0.7000000000000001,0.5962000000000001,0.40340000000000004,CATALOG_LIST,1750.0,1166.67,BUY 2 FREE 1,2 Free 1,2.0,1.0,p.37,Clinical product,price_last,OK,
H-RC001-02,TopCEM Dual Cure Resin Cement (8g) - A0,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,525.0,1750.0,1900.0,1300.0,880.0,0.7000000000000001,0.5962000000000001,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC001-03,TopCEM Dual Cure Resin Cement (8g) - A1,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,525.0,1750.0,1900.0,1300.0,880.0,0.7000000000000001,0.5962000000000001,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC001-04,TopCEM Dual Cure Resin Cement (8g) - A2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,525.0,1750.0,1900.0,1300.0,880.0,0.7000000000000001,0.5962000000000001,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC001-05,TopCEM Dual Cure Resin Cement (8g) - A3,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,525.0,1750.0,1900.0,1300.0,880.0,0.7000000000000001,0.5962000000000001,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC001-06,TopCEM Dual Cure Resin Cement (8g) - White Opaque,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,525.0,1750.0,1900.0,1300.0,880.0,0.7000000000000001,0.5962000000000001,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC001-07,TopCEM Dual Cure Resin Cement (8g) - Universal Opaque,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,525.0,1750.0,1900.0,1300.0,880.0,0.7000000000000001,0.5962000000000001,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC002-01,TopCEM Ceramic Primer Coupling Agent (5ml),,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,122.5,450.0,500.0,320.0,210.0,0.7278,0.6172000000000001,0.4167,CATALOG_LIST,450.0,300.0,BUY 2 FREE 1,2 Free 1,2.0,1.0,p.37,Clinical product,price_last,OK,
H-RC003-01,TopCEM Veneer Cement (2.5g) - TR (Translucent),,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,175.0,550.0,600.0,390.0,300.0,0.6818000000000001,0.5513,0.4167,CATALOG_LIST,550.0,366.67,BUY 2 FREE 1,2 Free 1,2.0,1.0,p.37,Clinical product,price_last,OK,
H-RC003-02,TopCEM Veneer Cement (2.5g) - A0,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,175.0,550.0,600.0,390.0,300.0,0.6818000000000001,0.5513,0.4167,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC003-03,TopCEM Veneer Cement (2.5g) - A1,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,175.0,550.0,600.0,390.0,300.0,0.6818000000000001,0.5513,0.4167,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC003-04,TopCEM Veneer Cement (2.5g) - A3,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,175.0,550.0,600.0,390.0,300.0,0.6818000000000001,0.5513,0.4167,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC003-05,TopCEM Veneer Cement (2.5g) - White,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,175.0,550.0,600.0,390.0,300.0,0.6818000000000001,0.5513,0.4167,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC004-01,TopCEM Try-in Gel (1.5g) - TR (Translucent),,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,94.5,350.0,390.0,250.0,160.0,0.73,0.622,0.40940000000000004,CATALOG_LIST,350.0,233.33,BUY 2 FREE 1,2 Free 1,2.0,1.0,p.37,Clinical product,price_last,OK,
H-RC004-02,TopCEM Try-in Gel (1.5g) - A2,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,94.5,350.0,390.0,250.0,160.0,0.73,0.622,0.40940000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC004-03,TopCEM Try-in Gel (1.5g) - White,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,94.5,350.0,390.0,250.0,160.0,0.73,0.622,0.40940000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC004-04,TopCEM Try-in Gel (1.5g) - Opaque,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,94.5,350.0,390.0,250.0,160.0,0.73,0.622,0.40940000000000004,PRICELIST_LEGACY,,,,,,,,Clinical product,price_last,OK,
H-RC005-01,TopCEM RMGI-Luting (8g),,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,542.5,1650.0,1800.0,1200.0,910.0,0.6712,0.5479,0.4038,CATALOG_LIST,1650.0,1100.0,"BUY 2 FREE 1 — แคตตาล็อกพิมพ์ 1,166.67 ผิด ที่ถูกคือ 1,100",2 Free 1,2.0,1.0,p.37,Clinical product,price_last,OK,
H-RC005-01,UltraCore Dual Cure Core build-up -8g.,,VinciSmile,กล่อง,Shandong Huge Dental Material Corporaion,542.5,1650.0,1800.0,1200.0,910.0,0.6712,0.5479,0.4038,CATALOG_LIST,1650.0,1100.0,"BUY 2 FREE 1 — แคตตาล็อกพิมพ์ 1,166.67 ผิด ที่ถูกคือ 1,100",Buy 2+ get 3.7% off,2.0,1.0,p.37,Clinical product,price_last,OK,
,Carbide กรอช้า - long shank (5 pc/box),Carbide burs,,,,,600.0,660.0,,,,,,PRICELIST_LEGACY,,,,,,,,Dental Bur-Vertex,price_last,PENDING_COST,ยังไม่มีต้นทุน คำนวณ Dealer/Last ไม่ได้
,Carbide กรอช้า - short shank (5 pc/box),Carbide burs,,,,,400.0,440.0,,,,,,PRICELIST_LEGACY,,,,10 Free 1,10.0,1.0,,Dental Bur-Vertex,price_last,PENDING_COST,ยังไม่มีต้นทุน คำนวณ Dealer/Last ไม่ได้
,Carbide กรอเร็ว (2 pc/box),Carbide burs,,,,,160.0,180.0,,,,,,PRICELIST_LEGACY,,,,10 Free 1 ; 20 Free 3,10.0,1.0,,Dental Bur-Vertex,price_last,PENDING_COST,ยังไม่มีต้นทุน คำนวณ Dealer/Last ไม่ได้
,หัวผ่าฟันคุด (1pc./box),Carbide burs - HP,,,,,70.0,80.0,,,,,,PRICELIST_LEGACY,,,,10 Free 1,10.0,1.0,,Dental Bur-Vertex,price_last,PENDING_COST,ยังไม่มีต้นทุน คำนวณ Dealer/Last ไม่ได้
,"HP - กรอLab (1pc./box)
**กรอแลปมีหลายขนาดราคาเริ่มต้นที่ 400-580",Carbide burs - Lab,,,,,400.0,440.0,,,,,,PRICELIST_LEGACY,,,,10 Free 1 ; 20 Free 3,10.0,1.0,,Dental Bur-Vertex,price_last,PENDING_COST,ยังไม่มีต้นทุน คำนวณ Dealer/Last ไม่ได้
,Diamond bur (5 pc/box),Diamond burs,,,,,350.0,390.0,,,,,,PRICELIST_LEGACY,,,,3 Free 1 ; 10 Free 4 ; 30 Free 15 ; 50 Free 50,3.0,1.0,,Dental Bur-Vertex,price_last,PENDING_COST,ยังไม่มีต้นทุน คำนวณ Dealer/Last ไม่ได้
H-AC001-01,Autoclavable Q70B,Autoclavable,HATMED,เครื่อง,"HAETMED WUXI CO., LTD",57750.0,135000.0,148000.0,112000.0,96300.0,0.5722,0.4844,0.40030000000000004,PRICELIST_LEGACY,,,,,,,,Dental Equipment,price_last,OK,
H-AC002-01,Autoclavable Q61B,Autoclavable,HATMED,เครื่อง,"HAETMED WUXI CO., LTD",42000.0,99500.0,109000.0,80800.0,70000.0,0.5779000000000001,0.4802,0.4,PRICELIST_LEGACY,,,,,,,,Dental Equipment,price_last,OK,
R-CR001-01,Refine Max Cure3,Curing light,REFINE,เครื่อง,"Foshan Cicada Dental instrument Co.,ltd",980.0,5500.0,6100.0,3900.0,1700.0,0.8218000000000001,0.7487,0.42350000000000004,CATALOG_LIST,5500.0,2750.0,ซื้อ 1 แถม 1,1 Free 1,1.0,1.0,p.18,Dental Equipment,price_last,OK,
R-CR003-01,Refine A-cure,Curing light,REFINE,ชิ้น,Guilin Refine Medical Instrument,2450.0,11500.0,12700.0,8100.0,4100.0,0.787,0.6975,0.40240000000000004,CATALOG_LIST,11500.0,5750.0,"ซื้อ 1 แถม 1 — แคตตาล็อกระบุ ACure = 11,500 (price list เดิม 13,500 สลับกับ ACurePlus)",,1.0,1.0,p.18,Dental Equipment,price_last,OK,
R-CR004-01,Refine A-cure Plus,Curing light,REFINE,ชิ้น,Guilin Refine Medical Instrument,2625.0,13500.0,14900.0,9500.0,4400.0,0.8056000000000001,0.7237,0.40340000000000004,CATALOG_LIST,13500.0,6750.0,"ซื้อ 1 แถม 1 — แคตตาล็อกระบุ ACurePlus = 13,500",,1.0,1.0,p.18,Dental Equipment,price_last,OK,
F-DC001-01,Safety Dental chair - Economy model M1,Dental chair,SAFETY,ชุด,"Foshan Safety Medical Equipment co.,ltd",78400.0,195000.0,215000.0,151000.0,131000.0,0.5979,0.4808,0.4015,CATALOG_SPECIAL,249000.0,,จำกัด 30 เซต / ผ่อน 0% 3 ด.,,,,p.3,Dental Equipment,price_last,OK,
F-DC002-01,Safety Dental chair - Standard model M2,Dental chair,SAFETY,ชุด,"Foshan Safety Medical Equipment co.,ltd",88900.0,249000.0,274000.0,175000.0,149000.0,0.643,0.492,0.40340000000000004,CATALOG_SPECIAL,279000.0,,"ผ่อน 0% 3 ด. / แถม airotor x2, contra, straight, air motor, เก้าอี้ 2 ตัว, ปั๊มลม 2HP",,,,p.4,Dental Equipment,price_last,OK,
F-DC003-01,Safety Dental chair - Premium model M3,Dental chair,SAFETY,ชุด,"Foshan Safety Medical Equipment co.,ltd",113400.0,299000.0,329000.0,219000.0,189000.0,0.6207,0.4822,0.4,PRICELIST_LEGACY,,,,,,,,Dental Equipment,price_last,OK,
F-DC004-01,Safety Dental chair - Luxury model M8+,Dental chair,SAFETY,ชุด,"Foshan Safety Medical Equipment co.,ltd",120400.0,349000.0,384000.0,245000.0,201000.0,0.655,0.5086,0.401,CATALOG_SPECIAL,399000.0,,ผ่อน 0% 6 ด. / แถมชุดเดียวกับ M2,,,,p.5,Dental Equipment,price_last,OK,
F-DS001-01,Dentist stool - Sewn / Leather,Dental chair,SAFETY,ตัว,"Foshan Safety Medical Equipment co.,ltd",3850.0,9500.0,10400.0,7500.0,6500.0,0.5947,0.4867,0.4077,CATALOG_SPECIAL,12500.0,,,,,,p.43,Dental Equipment,price_last,OK,
F-DS002-01,Asistant stool - Sewn / Leather,Dental chair,SAFETY,ตัว,"Foshan Safety Medical Equipment co.,ltd",3325.0,8500.0,9400.0,6400.0,5600.0,0.6088,0.48050000000000004,0.4062,CATALOG_SPECIAL,11500.0,,,,,,p.43,Dental Equipment,price_last,OK,
R-EM001-01,Electric motor PRIME 50IE-Type,Electric motor,RENHE,เครื่อง,"Tianjin RENHE Juncheng Technology Development Co., Ltd.",6405.0,25500.0,28100.0,17900.0,10700.0,0.7488,0.6422,0.40140000000000003,CATALOG_SPECIAL,29500.0,,,,,,p.8,Dental Equipment,price_last,OK,
R-EM002-01,Electric motor PRIME 407 HP,Electric motor,RENHE,เครื่อง,"Tianjin RENHE Juncheng Technology Development Co., Ltd.",6405.0,25500.0,28100.0,17900.0,10700.0,0.7488,0.6422,0.40140000000000003,CATALOG_SPECIAL,29500.0,,,,,,p.8,Dental Equipment,price_last,OK,
F-SM001-01,FANTA iRoot Pro - Endo motor,Endomotor,FANTA,เครื่อง,Bulls Instrumed Intl,8890.0,27500.0,30300.0,19300.0,14900.0,0.6767000000000001,0.5394,0.40340000000000004,CATALOG_SPECIAL,33500.0,,,,,,p.16,Dental Equipment,price_last,OK,
F-SM002-01,FANTAWispex,Endomotor,FANTA,เครื่อง,Bulls Instrumed Intl,2790.55,7500.0,8200.0,5400.0,4700.0,0.6279,0.4832,0.4063,CATALOG_SPECIAL,9500.0,,,,,,p.16,Dental Equipment,price_last,OK,
F-SM003-01,FANTA eHeater,Endomotor,FANTA,เครื่อง,Bulls Instrumed Intl,4049.85,15500.0,17000.0,10900.0,6800.0,0.7387,0.6285000000000001,0.40440000000000004,CATALOG_SPECIAL,19500.0,,,,,,p.16,Dental Equipment,price_last,OK,
F-SM004-01,FANTA eFiller,Endomotor,FANTA,เครื่อง,Bulls Instrumed Intl,4691.75,15500.0,17000.0,10900.0,7900.0,0.6973,0.5696,0.4061,CATALOG_SPECIAL,19500.0,,,,,,p.16,Dental Equipment,price_last,OK,
F-SM005-01,FANTA Actor I Pro,Endomotor,FANTA,เครื่อง,Bulls Instrumed Intl,4568.55,11500.0,12700.0,8800.0,7700.0,0.6027,0.4808,0.4067,CATALOG_SPECIAL,15500.0,,,,,,p.16,Dental Equipment,price_last,OK,
F-SM007-01,iPEDAL - Foot pedal for FANTA,Endomotor,FANTA,เครื่อง,Bulls Instrumed Intl,1185.45,3500.0,3900.0,2500.0,2000.0,0.6613,0.5258,0.4073,CATALOG_SPECIAL,3900.0,,,,,,p.16,Dental Equipment,price_last,OK,
T-HA001-01,"Handpiece Standard Head,  Non-LED, 4 water sprays",Hight speed handpiece,TorQ,ด้าม,Modern Precision Dental Instrument,1400.0,5500.0,6100.0,3900.0,2400.0,0.7455,0.641,0.4167,PRICELIST_LEGACY,,,,3 Free 2,3.0,2.0,,Dental Equipment,price_last,OK,
T-HA002-01,"Handpiece Torque Head,  Non-LED, 4 water sprays",Hight speed handpiece,TorQ,ด้าม,Modern Precision Dental Instrument,1400.0,7500.0,8200.0,5300.0,2400.0,0.8133,0.7358,0.4167,CATALOG_LIST,7500.0,2600.0,"Standard set ไม่มีไฟ ซื้อ 5 ด้าม 13,000 (ปกติ 37,500)",,,,p.6,Dental Equipment,price_last,OK,
T-HA003-01,"Handpiece Mini Head,  Non-LED, 4 water sprays",Hight speed handpiece,TorQ,ด้าม,Modern Precision Dental Instrument,1260.0,7500.0,8200.0,5300.0,2100.0,0.8320000000000001,0.7623000000000001,0.4,PRICELIST_LEGACY,,,,,,,,Dental Equipment,price_last,OK,
T-HA004-03,"Handpiece Torque Head, Round LED, 5 water sprays",Hight speed handpiece,TorQ,ด้าม,Modern Precision Dental Instrument,1925.0,9500.0,10400.0,6700.0,3300.0,0.7974,0.7127,0.4167,CATALOG_LIST,9500.0,4275.0,"Stainless Non-coupling ซื้อ 3 ด้าม 12,825 (ปกติ 28,500)",,,,p.6,Dental Equipment,price_last,OK,
T-HA005-03,"Handpiece Torque Head, 1 LED, 4 water sprays",Hight speed handpiece,TorQ,ด้าม,Modern Precision Dental Instrument,1575.0,8500.0,9400.0,6000.0,2700.0,0.8147000000000001,0.7375,0.4167,PRICELIST_LEGACY,,,,,,,,Dental Equipment,price_last,OK,
T-HA006-01,"Handpiece NSK Coupling, Torque Head,  Non-LED, 4 water sprays",Hight speed handpiece,TorQ,ด้าม,Modern Precision Dental Instrument,1750.0,9500.0,10400.0,6700.0,3000.0,0.8158000000000001,0.7388,0.4167,PRICELIST_LEGACY,,,,,,,,Dental Equipment,price_last,OK,
T-HA007-02,"Handpiece NSK Coupling, Torque Head, 1 LED, 4 water sprays",Hight speed handpiece,TorQ,ด้าม,Modern Precision Dental Instrument,2275.0,13500.0,14900.0,9500.0,3800.0,0.8315,0.7605000000000001,0.40130000000000005,PRICELIST_LEGACY,,,,,,,,Dental Equipment,price_last,OK,
T-HA010-02,"Handpiece Mini Head,  1-LED, 1 water sprays",Hight speed handpiece,TorQ,ด้าม,Modern Precision Dental Instrument,1750.0,9500.0,10400.0,6700.0,3000.0,0.8158000000000001,0.7388,0.4167,PRICELIST_LEGACY,,,,,,,,Dental Equipment,price_last,OK,
