product_code,product_name,product_group,brand,unit,vendor,cost_thb,price_private,price_government,price_dealer,price_last,gp_private,gp_dealer,gp_last,price_source,catalog_list_price,catalog_net_price,promo_catalog,promo_legacy,promo_min_qty,promo_free_qty,catalog_page,source_sheet,approval_required_below,status,notes
B-PD006-01,Probe CPC,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,140.0,150.0,100.0,70.0,0.7344,0.6281,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD007-01,Columbia Currette No. 2RL,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,140.0,150.0,100.0,70.0,0.7344,0.6281,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD008-01,Columbia Currette No. 4RL,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,140.0,150.0,100.0,70.0,0.7344,0.6281,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD009-01,Gracey Currette No 1/2,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,140.0,150.0,100.0,70.0,0.7344,0.6281,0.46880000000000005,PRICELIST_LEGACY,,,,4 Free 1 = 112.-,4.0,1.0,,Instrument-Bull's,price_last,OK,
B-PD010-01,Gracey Currette No 7/8,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,140.0,150.0,100.0,70.0,0.7344,0.6281,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD011-01,Gracey Currette No 11/12,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,140.0,150.0,100.0,70.0,0.7344,0.6281,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD012-01,Gracey Currette No 13/14,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,140.0,150.0,100.0,70.0,0.7344,0.6281,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD013-01,Castroviejo scissors 2633 (straight) 15cm,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,218.75,1200.0,1300.0,840.0,370.0,0.8177000000000001,0.7396,0.4088,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PR012-01,Castroviejo Calipers,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,196.875,450.0,500.0,380.0,330.0,0.5625,0.48190000000000005,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-SR014-01,Castroviejo scissors 2634 (curve) 11cm,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,525.0,480.0,530.0,480.0,480.0,-0.09380000000000001,-0.09380000000000001,-0.09380000000000001,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,REVIEW,ต้นทุนสูงเกินไป ราคา Dealer ทำ GP 48% ไม่ได้ / ราคาเอกชนมี GP เพียง -9.4% ต่ำกว่าเกณฑ์ 40%
B-SR016-01,Castroviejo needle holder 2580 (straight) 14cm,งานPeriodontic,Bulls,ชิ้น,Bulls Instrumed Intl,656.25,1550.0,1700.0,1300.0,1100.0,0.5766,0.49520000000000003,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD001-01,Tweezer molar tube,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,76.5625,320.0,350.0,230.0,130.0,0.7607,0.6671,0.4111,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD002-01,Tweezer direct bond Bracket,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,76.5625,320.0,350.0,230.0,130.0,0.7607,0.6671,0.4111,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD003-01,Bracket positioning guage (for 022),งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,109.375,380.0,420.0,270.0,190.0,0.7122,0.5949,0.4243,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD004-01,Ligature tucker,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD005-01,Micro Distal cutter with safe holder,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD006-01,Bracket removing Plier (Angled),งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD007-01,Bracket removing Plier (straight),งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD008-01,"Ball, hook criping plier (straight)",งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD009-01,"Ball, hook criping plier (Angle)",งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD010-01,Nance loop plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD011-01,Jarabark,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD012-01,Light wire plier with cutter,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD013-01,"Torque Plier SLIM 0.25""",งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD014-01,"Torque Plier 0.5""",งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD015-01,"Cinch / tie back, distal end bending plier",งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD016-01,Niti cinch back plier (hammerhead),งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD017-01,Half round plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD018-01,V stop plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD019-01,Mathieu groove head,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD020-01,Mathieu holder elastomeric 14cm,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,153.125,750.0,830.0,530.0,260.0,0.7958000000000001,0.7111000000000001,0.4111,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD021-01,Mathieu holder ligature  14cm,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,153.125,750.0,830.0,530.0,260.0,0.7958000000000001,0.7111000000000001,0.4111,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD022-01,Flush end distal cutter,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD023-01,Standard Distal end cutter with saftly hold,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD024-01,Pin & ligature cutter,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD025-01,Mini Pin & ligature cutter,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD026-01,Hard wire cutter - standard,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD027-01,Weingart plier (standard),งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD028-01,Weingart plier (slim),งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD029-01,How Plier - curve,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD030-01,Adhesive removing plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD031-01,Bird Beak plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD032-01,3 jaw plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,900.0,990.0,640.0,550.0,0.6354000000000001,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD033-01,Light wire Bird Beak plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD034-01,Tweed loop plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD035-01,Hollow Chop plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD036-01,Clear aligner plier- Tear drop punch,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,656.25,2000.0,2200.0,1400.0,1100.0,0.6719,0.5312,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD037-01,Clear aligner plier- Hole punch,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,656.25,2000.0,2200.0,1400.0,1100.0,0.6719,0.5312,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD038-01,Clear aligner plier- Vertical,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,656.25,2000.0,2200.0,1400.0,1100.0,0.6719,0.5312,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-OD039-01,Clear aligner plier- Horizontal,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,656.25,2000.0,2200.0,1400.0,1100.0,0.6719,0.5312,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD003-01,How Plier - straight,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD004-01,Band remover Plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD005-01,Tweed plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,750.0,830.0,640.0,550.0,0.5625,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PR010-01,Cap removing Plier,งานทันตกรรมจัดฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,743.75,2500.0,2800.0,1800.0,1300.0,0.7025,0.5868,0.4279,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PR001-01,Crown guage CLP1/2354,งานทันตกรรมประดิษฐ์/งานขูด,Bulls,ชิ้น,Bulls Instrumed Intl,54.6875,190.0,210.0,140.0,100.0,0.7122,0.6094,0.4531,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PR002-01,Crown splitting plier 3570,งานทันตกรรมประดิษฐ์/งานขูด,Bulls,ชิ้น,Bulls Instrumed Intl,612.5,1550.0,1700.0,1200.0,1100.0,0.6048,0.48960000000000004,0.44320000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PR003-01,Bridge remover 4924,งานทันตกรรมประดิษฐ์/งานขูด,Bulls,ชิ้น,Bulls Instrumed Intl,196.875,550.0,600.0,390.0,330.0,0.642,0.49520000000000003,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PR011-01,Syringe for impression 3580,งานทันตกรรมประดิษฐ์/งานขูด,Bulls,ชิ้น,Bulls Instrumed Intl,168.4375,450.0,500.0,330.0,290.0,0.6257,0.48960000000000004,0.4192,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-SC001-01,Scaler 2S-3S,งานทันตกรรมประดิษฐ์/งานขูด,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,100.0,110.0,80.0,70.0,0.6281,0.5352,0.46880000000000005,PRICELIST_LEGACY,,,,10 Free 1 = 90.-,10.0,1.0,,Instrument-Bull's,price_last,OK,
B-SC002-01,Sickel U15/30 (โค้ง/หัก),งานทันตกรรมประดิษฐ์/งานขูด,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,100.0,110.0,80.0,70.0,0.6281,0.5352,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-SC003-01,Sickel H6/7 (โค้ง/โค้ง),งานทันตกรรมประดิษฐ์/งานขูด,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,100.0,110.0,80.0,70.0,0.6281,0.5352,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE001-01,ด้ามเหลี่ยม (holder only),งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,30.625,45.0,50.0,45.0,45.0,0.3194,0.3194,0.3194,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,REVIEW,ต้นทุนสูงเกินไป ราคา Dealer ทำ GP 48% ไม่ได้ / ราคาเอกชนมี GP เพียง 31.9% ต่ำกว่าเกณฑ์ 40%
B-GE001-02,Mouth mirror with holder (ด้ามเหลี่ยม),งานทั่วไป,Bulls,ชุด,Bulls Instrumed Intl,35.0,80.0,90.0,70.0,60.0,0.5625,0.5,0.4167,PRICELIST_LEGACY,,,,10 Free 1 = 72.- ; 20 Free 3 = 69.-,10.0,1.0,,Instrument-Bull's,price_last,OK,
B-GE002-01,ด้ามกลม (holder only),งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,30.625,45.0,50.0,45.0,45.0,0.3194,0.3194,0.3194,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,REVIEW,ต้นทุนสูงเกินไป ราคา Dealer ทำ GP 48% ไม่ได้ / ราคาเอกชนมี GP เพียง 31.9% ต่ำกว่าเกณฑ์ 40%
B-GE002-02,Mouth mirror with holder (ด้ามกลม),งานทั่วไป,,,,,80.0,90.0,,,,,,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,PENDING_COST,ยังไม่มีต้นทุน คำนวณ Dealer/Last ไม่ได้
B-GE003-01,Mouth mirror (mirror),งานทั่วไป,Bulls,กล่อง,Bulls Instrumed Intl,131.25,290.0,320.0,260.0,220.0,0.5474,0.49520000000000003,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE004-01,Semken taylor forcep,งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,65.625,120.0,130.0,120.0,110.0,0.4531,0.4531,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,REVIEW,ต้นทุนสูงเกินไป ราคา Dealer ทำ GP 48% ไม่ได้
B-GE005-01,Cotton plier (forcep),งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,65.625,120.0,130.0,120.0,110.0,0.4531,0.4531,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,REVIEW,ต้นทุนสูงเกินไป ราคา Dealer ทำ GP 48% ไม่ได้
B-GE006-01,Explorer No.5,งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,80.0,90.0,80.0,70.0,0.5352,0.5352,0.46880000000000005,PRICELIST_LEGACY,,,,10 Free 1 = 72.- ; 20 Free 3 = 70.-,10.0,1.0,,Instrument-Bull's,price_last,OK,
B-GE007-01,Plaster shear 2282 20cm,งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,216.5625,480.0,530.0,420.0,370.0,0.5488000000000001,0.4844,0.4147,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE008-01,Film Hanger 1 film,งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,43.75,100.0,110.0,90.0,80.0,0.5625,0.5139,0.4531,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE009-01,Film Hanger 6 films,งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,196.875,450.0,500.0,380.0,330.0,0.5625,0.48190000000000005,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE010-01,Film Hanger 10 films,งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,650.0,720.0,640.0,550.0,0.49520000000000003,0.4873,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE011-01,Plaster/Alginate Spatular,งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,54.6875,120.0,130.0,110.0,100.0,0.5443,0.5028,0.4531,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE012-01,Explorer/ Probe 1676,งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,80.0,90.0,80.0,70.0,0.5352,0.5352,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE013-01,"Stainless small bowl 3.5""x2.5"" (dia.*height)",งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,48.125,120.0,130.0,100.0,90.0,0.599,0.5188,0.46530000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE014-01,"Stainless small cup 3.0""x3.1"" (dia.*height)",งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,54.6875,120.0,130.0,110.0,100.0,0.5443,0.5028,0.4531,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE015-01,"Tray without cover 6""x9""x0.75"" (W*L*H)",งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,85.3125,220.0,240.0,170.0,150.0,0.6122000000000001,0.49820000000000003,0.4313,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE016-01,"Guaze jar 3.5""x2.5"" (dia.xH)",งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,131.25,300.0,330.0,260.0,220.0,0.5625,0.49520000000000003,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE017-01,"Forcep Stand 21."" x 4.5 "" (dia*height)",งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,131.25,300.0,330.0,260.0,220.0,0.5625,0.49520000000000003,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE018-01,"Small tray with cover 3.25""x8.5""x1.25"" (W*L*H)",งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,166.25,350.0,390.0,320.0,280.0,0.525,0.48050000000000004,0.4062,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-GE019-01,"Large tray with cover 5""x9""x2"" (W*L*H)",งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,129.0625,350.0,390.0,250.0,220.0,0.6312,0.4838,0.41340000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD001-01,Mouth Gag (children),งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,262.5,750.0,830.0,530.0,440.0,0.65,0.5047,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-PD002-01,Mouth Gag (Adult),งานทั่วไป,Bulls,ชิ้น,Bulls Instrumed Intl,306.25,900.0,990.0,630.0,520.0,0.6597000000000001,0.5139,0.4111,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-EN001-01,Cement Spatula 1655/2,งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,37.1875,100.0,110.0,80.0,70.0,0.6281,0.5352,0.46880000000000005,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-EN002-01,Finger ruler 2355,งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,65.625,195.0,210.0,140.0,110.0,0.6635,0.5312,0.40340000000000004,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-EN003-01,Rubber dam frame 2420M adult,งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,43.75,180.0,200.0,130.0,80.0,0.7569,0.6635,0.4531,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-EN004-01,Rubber dam frame 2420S Children,งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,43.75,180.0,200.0,130.0,80.0,0.7569,0.6635,0.4531,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
B-EN005-01,Rubber dam punch 2555/2 (160 mm),งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,328.125,180.0,200.0,180.0,180.0,-0.8229000000000001,-0.8229000000000001,-0.8229000000000001,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,REVIEW,ต้นทุนสูงเกินไป ราคา Dealer ทำ GP 48% ไม่ได้ / ราคาเอกชนมี GP เพียง -82.3% ต่ำกว่าเกณฑ์ 40%
B-EN006-01,Rubber dam forcep 313/9 (170 mm) Ivory,งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,196.875,180.0,200.0,180.0,180.0,-0.09380000000000001,-0.09380000000000001,-0.09380000000000001,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,REVIEW,ต้นทุนสูงเกินไป ราคา Dealer ทำ GP 48% ไม่ได้ / ราคาเอกชนมี GP เพียง -9.4% ต่ำกว่าเกณฑ์ 40%
B-EN007-01,Rubber dam forcep 313/9 (170 mm) Brewer,งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,196.875,180.0,200.0,180.0,180.0,-0.09380000000000001,-0.09380000000000001,-0.09380000000000001,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,REVIEW,ต้นทุนสูงเกินไป ราคา Dealer ทำ GP 48% ไม่ได้ / ราคาเอกชนมี GP เพียง -9.4% ต่ำกว่าเกณฑ์ 40%
B-EN008-01,Clamp wingless 15,งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,26.25,180.0,200.0,130.0,50.0,0.8542000000000001,0.7981,0.47500000000000003,PRICELIST_LEGACY,,,,5 Free 1 = 150.- ; 10 Free 3 = 138.-,5.0,1.0,,Instrument-Bull's,price_last,OK,
B-EN009-01,Clamp wingless 18,งานรักษารากฟัน,Bulls,ชิ้น,Bulls Instrumed Intl,26.25,180.0,200.0,130.0,50.0,0.8542000000000001,0.7981,0.47500000000000003,PRICELIST_LEGACY,,,,,,,,Instrument-Bull's,price_last,OK,
